Age,Height_cm,Weight_kg,BMI,Sport_Type,Level,Goal,Training_Days_Per_Week,Years_Training,Has_Injury_History,Endurance_Score,Strength_Score,Speed_Score,Flexibility_Score,Explosiveness_Score,Recovery_Score,Recommended_Program_ID
23,172,64,21.6,Track & Field,Advanced,Endurance,5,7.7,1,10,10,10,8,9,8,PRG_TF_DISTANCE_ELITE
21,174,56,18.5,Boxing,Intermediate,Muscle_Gain,4,2.8,0,8,7,7,5,5,9,PRG_BOX_GENERAL_COMBAT_FITNESS
19,188,71,20.1,Swimming,Intermediate,Speed,4,2.8,0,5,7,3,10,5,9,PRG_SW_RACE_CONDITIONING
15,180,67,20.7,Tennis,Beginner,Muscle_Gain,3,0.1,0,3,4,4,1,5,8,PRG_TN_MOVEMENT_FOUNDATIONS
16,178,68,21.5,Track & Field,Intermediate,Speed,2,2.8,0,10,6,10,5,6,8,PRG_TF_SPRINT_ELITE
24,174,73,24.1,Track & Field,Intermediate,Endurance,4,4.3,0,5,6,10,6,7,8,PRG_TF_AEROBIC_BASE
24,177,66,21.1,Swimming,Intermediate,Endurance,4,3.1,0,8,6,9,5,4,8,PRG_SW_DISTANCE_ELITE
19,191,87,23.8,Basketball,Beginner,Muscle_Gain,2,0.1,0,6,6,5,5,7,7,PRG_BB_ATHLETIC_BASE
23,165,53,19.5,General Fitness,Intermediate,Weight_Loss,3,4.4,0,9,4,3,3,4,8,PRG_FIT_FAT_LOSS_HIIT
20,176,69,22.3,Boxing,Advanced,Weight_Loss,4,7.8,0,7,9,6,9,10,6,PRG_BOX_KNOCKOUT_POWER
16,175,63,20.6,Swimming,Intermediate,Muscle_Gain,3,3.2,0,8,5,6,9,6,8,PRG_SW_RACE_CONDITIONING
34,172,80,27.0,Boxing,Beginner,Muscle_Gain,2,0.3,0,6,3,6,5,4,7,PRG_BOX_FOUNDATIONS
15,189,69,19.3,Tennis,Beginner,Agility,2,0.1,0,4,2,4,3,1,9,PRG_TN_MOVEMENT_FOUNDATIONS
26,169,94,32.9,Football,Intermediate,Weight_Loss,4,3.9,0,9,5,7,6,7,6,PRG_FB_EXPLOSIVE_ATHLETE
25,174,61,20.1,Tennis,Beginner,Agility,3,2.4,1,3,5,4,6,4,7,PRG_TN_MOVEMENT_FOUNDATIONS
21,176,96,31.0,Football,Advanced,Agility,4,8.1,0,3,8,9,6,9,7,PRG_FB_LINEMAN_POWER
29,183,73,21.8,Swimming,Advanced,Endurance,5,7.1,1,9,7,8,9,7,6,PRG_SW_DISTANCE_ELITE
24,185,58,16.9,Track & Field,Advanced,Endurance,5,5.9,1,6,7,8,8,10,7,PRG_TF_AEROBIC_BASE
28,177,68,21.7,Boxing,Advanced,Strength,6,6.9,1,8,6,7,8,8,8,PRG_BOX_REHAB_CONDITIONING
30,179,69,21.5,Boxing,Intermediate,Endurance,3,5.2,0,5,8,6,4,7,8,PRG_BOX_CARDIO_BASE
20,187,93,26.6,Basketball,Advanced,Strength,6,7.9,0,7,5,10,7,10,7,PRG_BB_POST_PLAYER_STRENGTH
23,179,63,19.7,Swimming,Beginner,Strength,3,1.1,0,6,3,3,4,3,8,PRG_SW_TECHNIQUE_AND_BASE
38,190,85,23.5,Tennis,Advanced,Endurance,5,8.4,0,10,8,7,8,10,6,PRG_TN_POWER_GENERATION
25,199,105,26.5,Football,Advanced,Endurance,5,4.9,1,7,8,10,9,10,6,PRG_FB_INJURY_PREVENTION
27,178,61,19.3,Track & Field,Beginner,Muscle_Gain,2,0.1,0,6,2,5,6,6,8,PRG_TF_RUNNING_MECHANICS
20,185,90,26.3,Football,Beginner,Weight_Loss,3,0.1,0,1,3,7,5,6,8,PRG_FB_ATHLETIC_DEVELOPMENT
27,171,68,23.3,MMA,Intermediate,Agility,5,3.1,0,6,6,4,4,8,7,PRG_MMA_PEAK_PERFORMANCE
17,166,70,25.4,Boxing,Beginner,Agility,2,1.3,1,7,4,6,5,6,8,PRG_BOX_FOUNDATIONS
29,174,63,20.8,General Fitness,Beginner,Muscle_Gain,1,0.2,0,2,1,3,4,3,9,PRG_FIT_HYPERTROPHY_BEGINNER
29,172,71,24.0,Tennis,Advanced,Strength,5,9.0,0,10,8,8,9,8,8,PRG_TN_POWER_GENERATION
15,175,58,18.9,Track & Field,Advanced,Strength,5,6.7,0,9,6,10,8,7,8,PRG_TF_THROWS_JUMPS_POWER
15,188,77,21.8,Football,Advanced,Strength,5,9.3,0,6,10,7,4,9,6,PRG_FB_EXPLOSIVE_ATHLETE
19,181,98,29.9,Football,Intermediate,Muscle_Gain,4,1.2,0,6,6,6,3,5,6,PRG_FB_STRENGTH_STAMINA
23,176,84,27.1,Football,Advanced,Endurance,4,6.6,1,7,9,8,10,9,8,PRG_FB_INJURY_PREVENTION
18,192,68,18.4,Basketball,Advanced,Endurance,5,6.0,0,8,8,9,10,9,9,PRG_BB_VERTICAL_PLYOMETRICS
28,194,76,20.2,Basketball,Advanced,Weight_Loss,4,6.2,0,10,5,10,8,10,10,PRG_BB_VERTICAL_PLYOMETRICS
32,174,65,21.5,Tennis,Intermediate,Speed,3,2.2,1,9,6,8,8,6,9,PRG_TN_SHOULDER_ELBOW_PREHAB
18,185,102,29.8,Football,Advanced,Endurance,5,9.8,0,6,8,7,7,8,8,PRG_FB_LINEMAN_POWER
20,181,91,27.8,Football,Intermediate,Speed,5,3.4,0,6,8,6,3,7,8,PRG_FB_SPRINT_MECHANICS
25,180,76,23.5,Tennis,Beginner,Speed,2,1.6,0,6,3,4,3,5,7,PRG_TN_MOVEMENT_FOUNDATIONS
26,178,60,18.9,Boxing,Beginner,Endurance,1,0.1,0,6,6,6,5,3,8,PRG_BOX_FOUNDATIONS
21,178,76,24.0,Tennis,Advanced,Strength,4,9.3,0,8,9,8,10,8,7,PRG_TN_POWER_GENERATION
27,180,73,22.5,Track & Field,Advanced,Endurance,6,6.1,1,10,8,10,7,9,7,PRG_TF_DISTANCE_ELITE
19,188,82,23.2,Basketball,Beginner,Agility,2,0.3,0,5,3,5,7,6,9,PRG_BB_ATHLETIC_BASE
21,173,70,23.4,Tennis,Beginner,Weight_Loss,2,0.1,0,4,6,7,5,8,10,PRG_TN_MOVEMENT_FOUNDATIONS
24,172,78,26.4,Track & Field,Advanced,Agility,6,7.5,0,10,8,10,7,10,7,PRG_TF_GENERAL_TRACK_CONDITIONING
23,192,85,23.1,Swimming,Intermediate,Endurance,3,2.4,0,9,5,6,5,6,8,PRG_SW_DISTANCE_ELITE
35,180,73,22.5,Tennis,Intermediate,Agility,4,3.7,0,7,8,8,6,4,6,PRG_TN_FOOTWORK_ELITE
25,174,73,24.1,MMA,Beginner,Endurance,3,1.4,0,3,3,3,3,4,9,PRG_MMA_BEGINNER_BASE
34,169,54,18.9,General Fitness,Intermediate,Muscle_Gain,4,3.6,0,4,4,7,5,7,8,PRG_FIT_HYPERTROPHY_BEGINNER
20,177,58,18.5,Track & Field,Beginner,Speed,3,0.1,0,5,3,8,4,6,7,PRG_TF_RUNNING_MECHANICS
24,175,66,21.6,Tennis,Beginner,Strength,3,0.7,0,4,5,8,4,5,8,PRG_TN_MOVEMENT_FOUNDATIONS
20,182,99,29.9,Football,Intermediate,Speed,4,3.5,1,7,8,7,4,5,9,PRG_FB_INJURY_PREVENTION
29,170,78,27.0,Tennis,Beginner,Agility,3,1.9,0,6,3,3,4,3,7,PRG_TN_MOVEMENT_FOUNDATIONS
26,190,83,23.0,Basketball,Intermediate,Muscle_Gain,6,5.5,0,6,5,6,8,7,6,PRG_BB_COMPLETE_ATHLETE
26,177,77,24.6,General Fitness,Advanced,Muscle_Gain,5,5.5,0,7,7,7,8,7,6,PRG_FIT_HYPERTROPHY_INTERMEDIATE
21,168,71,25.2,Football,Beginner,Strength,3,0.1,0,5,3,7,2,6,9,PRG_FB_ATHLETIC_DEVELOPMENT
22,178,64,20.2,Tennis,Beginner,Endurance,2,1.7,0,6,4,4,6,7,10,PRG_TN_MOVEMENT_FOUNDATIONS
26,185,93,27.2,Football,Intermediate,Endurance,4,1.2,1,6,10,8,5,6,6,PRG_FB_INJURY_PREVENTION
24,199,78,19.7,Basketball,Intermediate,Speed,3,4.8,0,8,5,5,7,6,8,PRG_BB_COMPLETE_ATHLETE
24,179,54,16.9,Boxing,Intermediate,Muscle_Gain,4,3.3,0,6,5,7,4,6,8,PRG_BOX_GENERAL_COMBAT_FITNESS
24,165,58,21.3,Boxing,Intermediate,Strength,3,4.0,0,6,7,7,6,7,8,PRG_BOX_KNOCKOUT_POWER
27,172,83,28.1,MMA,Intermediate,Agility,4,2.7,0,7,5,6,4,7,9,PRG_MMA_SPEED_AGILITY
27,177,58,18.5,MMA,Beginner,Speed,1,0.1,0,4,7,3,5,6,10,PRG_MMA_BEGINNER_BASE
26,182,86,26.0,MMA,Advanced,Muscle_Gain,5,7.1,1,8,8,6,10,7,7,PRG_MMA_INJURY_PREVENTION
21,186,87,25.1,Basketball,Intermediate,Muscle_Gain,4,2.5,1,5,5,6,4,8,7,PRG_BB_ANKLE_KNEE_PREHAB
21,188,74,20.9,Track & Field,Beginner,Speed,3,1.7,0,6,4,6,5,5,8,PRG_TF_RUNNING_MECHANICS
21,163,64,24.1,General Fitness,Advanced,Weight_Loss,4,8.3,0,5,7,5,5,6,8,PRG_FIT_FAT_LOSS_HIIT
19,163,74,27.9,Boxing,Beginner,Endurance,2,1.5,0,3,4,3,5,2,9,PRG_BOX_FOUNDATIONS
15,171,56,19.2,Track & Field,Intermediate,Muscle_Gain,5,5.9,0,7,6,8,5,6,7,PRG_TF_GENERAL_TRACK_CONDITIONING
19,170,50,17.3,Track & Field,Advanced,Speed,6,6.9,0,10,9,9,9,8,6,PRG_TF_SPRINT_ELITE
37,173,77,25.7,Tennis,Advanced,Agility,5,8.0,1,7,7,7,7,8,8,PRG_TN_SHOULDER_ELBOW_PREHAB
22,174,83,27.4,Football,Intermediate,Strength,4,3.5,0,4,5,10,5,7,10,PRG_FB_AEROBIC_CAPACITY
22,177,64,20.4,Swimming,Advanced,Strength,5,9.7,1,10,7,10,10,5,5,PRG_SW_RACE_CONDITIONING
22,165,66,24.2,Boxing,Advanced,Endurance,6,6.8,1,9,7,8,6,8,5,PRG_BOX_REHAB_CONDITIONING
30,189,83,23.2,Basketball,Beginner,Endurance,2,0.1,0,6,3,7,4,3,6,PRG_BB_ATHLETIC_BASE
25,188,82,23.2,Basketball,Beginner,Speed,3,0.1,0,5,3,5,6,9,8,PRG_BB_ATHLETIC_BASE
25,175,70,22.9,MMA,Beginner,Strength,1,1.0,0,5,5,5,5,5,9,PRG_MMA_BEGINNER_BASE
27,174,73,24.1,MMA,Intermediate,Weight_Loss,4,4.8,0,7,7,6,7,5,6,PRG_MMA_GENERAL_CONDITIONING
22,182,65,19.6,Football,Advanced,Agility,5,4.4,0,8,7,10,8,9,7,PRG_FB_EXPLOSIVE_ATHLETE
20,190,74,20.5,Basketball,Intermediate,Strength,4,1.1,0,7,7,9,8,6,5,PRG_BB_CHANGE_OF_DIRECTION
30,179,66,20.6,MMA,Intermediate,Muscle_Gain,4,5.2,1,5,5,5,7,7,8,PRG_MMA_INJURY_PREVENTION
23,196,90,23.4,Basketball,Advanced,Weight_Loss,7,7.5,0,9,5,8,9,5,8,PRG_BB_CHANGE_OF_DIRECTION
27,177,88,28.1,General Fitness,Advanced,Weight_Loss,6,8.1,0,7,5,7,9,6,7,PRG_FIT_FAT_LOSS_HIIT
25,177,84,26.8,Football,Intermediate,Strength,4,2.5,0,9,8,8,4,9,7,PRG_FB_EXPLOSIVE_ATHLETE
34,182,72,21.7,Tennis,Beginner,Speed,2,0.1,0,6,7,5,5,7,8,PRG_TN_MOVEMENT_FOUNDATIONS
21,186,67,19.4,General Fitness,Intermediate,Weight_Loss,4,1.6,0,9,7,7,4,9,8,PRG_FIT_FAT_LOSS_HIIT
19,187,77,22.0,Swimming,Intermediate,Endurance,4,2.7,0,7,7,6,9,4,7,PRG_SW_DISTANCE_ELITE
15,171,61,20.9,Swimming,Advanced,Agility,4,8.0,1,9,7,8,9,5,9,PRG_SW_RACE_CONDITIONING
31,171,83,28.4,Boxing,Beginner,Endurance,2,4.0,0,7,2,6,3,2,8,PRG_BOX_FOUNDATIONS
24,175,68,22.2,Tennis,Beginner,Agility,3,1.0,0,5,2,7,3,6,8,PRG_TN_MOVEMENT_FOUNDATIONS
25,172,74,25.0,General Fitness,Intermediate,Muscle_Gain,5,4.3,1,4,5,8,5,5,5,PRG_FIT_HYPERTROPHY_INTERMEDIATE
23,176,67,21.6,Track & Field,Intermediate,Strength,3,3.3,0,7,5,7,8,6,9,PRG_TF_GENERAL_TRACK_CONDITIONING
37,179,86,26.8,Tennis,Advanced,Muscle_Gain,6,7.7,0,7,6,9,9,10,6,PRG_TN_POWER_GENERATION
28,168,87,30.8,General Fitness,Intermediate,Speed,4,3.5,0,4,7,6,7,7,7,PRG_FIT_FAT_LOSS_HIIT
28,188,70,19.8,Football,Advanced,Muscle_Gain,4,7.3,0,9,10,6,8,9,8,PRG_FB_STRENGTH_STAMINA
22,178,64,20.2,General Fitness,Intermediate,Weight_Loss,5,5.5,0,7,6,3,7,6,6,PRG_FIT_FAT_LOSS_HIIT
24,168,64,22.7,MMA,Beginner,Strength,2,0.1,1,5,6,4,3,3,7,PRG_MMA_BEGINNER_BASE
24,182,73,22.0,Tennis,Beginner,Muscle_Gain,2,0.9,0,5,4,5,5,7,9,PRG_TN_MOVEMENT_FOUNDATIONS
27,163,59,22.2,Boxing,Intermediate,Endurance,4,2.0,0,7,5,5,6,7,6,PRG_BOX_GENERAL_COMBAT_FITNESS
25,183,70,20.9,Swimming,Advanced,Speed,4,6.2,0,10,9,9,10,9,7,PRG_SW_SPRINT_POWER
22,165,73,26.8,Boxing,Intermediate,Agility,3,3.8,1,9,6,8,7,5,7,PRG_BOX_REHAB_CONDITIONING
27,175,57,18.6,Tennis,Advanced,Strength,6,5.6,1,10,6,8,10,10,5,PRG_TN_SHOULDER_ELBOW_PREHAB
24,191,73,20.0,Basketball,Advanced,Strength,4,6.3,1,9,5,7,5,10,5,PRG_BB_ANKLE_KNEE_PREHAB
30,181,76,23.2,Boxing,Beginner,Strength,2,1.4,0,6,6,4,2,4,5,PRG_BOX_FOUNDATIONS
19,171,79,27.0,Swimming,Advanced,Muscle_Gain,6,7.9,0,10,6,10,10,6,6,PRG_SW_RACE_CONDITIONING
16,166,84,30.5,General Fitness,Beginner,Muscle_Gain,2,0.1,0,6,5,2,4,2,9,PRG_FIT_FAT_LOSS_HIIT
19,194,79,21.0,Basketball,Beginner,Endurance,2,1.0,0,5,6,3,4,6,10,PRG_BB_ATHLETIC_BASE
18,186,63,18.2,Track & Field,Intermediate,Speed,4,3.7,0,5,4,7,5,5,8,PRG_TF_SPRINT_ELITE
16,173,59,19.7,Track & Field,Intermediate,Agility,5,3.7,0,10,4,7,8,10,7,PRG_TF_GENERAL_TRACK_CONDITIONING
23,186,77,22.3,Swimming,Beginner,Endurance,2,0.1,0,6,4,4,5,4,10,PRG_SW_TECHNIQUE_AND_BASE
28,173,62,20.7,Boxing,Intermediate,Speed,3,5.3,0,9,7,9,6,7,9,PRG_BOX_KNOCKOUT_POWER
43,165,65,23.9,MMA,Advanced,Speed,6,10.7,0,7,8,8,6,5,6,PRG_MMA_SPEED_AGILITY
22,188,79,22.4,Basketball,Beginner,Strength,3,0.1,0,5,1,4,3,7,9,PRG_BB_ATHLETIC_BASE
18,186,73,21.1,Swimming,Advanced,Agility,5,7.1,0,9,5,9,8,8,7,PRG_SW_RACE_CONDITIONING
32,173,72,24.1,MMA,Advanced,Endurance,5,6.6,1,9,8,8,8,8,7,PRG_MMA_INJURY_PREVENTION
21,182,70,21.1,Tennis,Advanced,Strength,6,5.4,0,6,4,7,7,8,8,PRG_TN_CORE_STABILITY
34,173,61,20.4,MMA,Beginner,Speed,4,0.1,0,5,6,4,5,4,8,PRG_MMA_BEGINNER_BASE
34,168,73,25.9,MMA,Beginner,Agility,3,0.3,1,2,6,4,4,6,8,PRG_MMA_BEGINNER_BASE
18,175,81,26.4,Football,Intermediate,Speed,4,3.7,1,7,5,7,3,8,8,PRG_FB_INJURY_PREVENTION
25,185,100,29.2,Football,Beginner,Weight_Loss,2,2.7,0,3,6,7,3,6,8,PRG_FB_ATHLETIC_DEVELOPMENT
34,179,79,24.7,Tennis,Intermediate,Muscle_Gain,3,3.8,0,5,3,4,6,7,9,PRG_TN_CORE_STABILITY
15,181,76,23.2,MMA,Intermediate,Muscle_Gain,3,3.3,0,5,4,7,5,8,8,PRG_MMA_STRENGTH_BLOCK
18,172,78,26.4,MMA,Advanced,Agility,6,7.8,1,9,7,5,8,10,8,PRG_MMA_INJURY_PREVENTION
31,180,71,21.9,Tennis,Intermediate,Speed,4,5.6,0,7,4,5,8,5,10,PRG_TN_CORE_STABILITY
21,168,70,24.8,Boxing,Intermediate,Endurance,4,2.9,0,7,6,4,6,7,8,PRG_BOX_KNOCKOUT_POWER
24,180,72,22.2,Tennis,Beginner,Agility,2,2.1,0,6,5,7,7,4,8,PRG_TN_MOVEMENT_FOUNDATIONS
17,175,61,19.9,General Fitness,Beginner,Strength,3,1.3,0,5,5,5,3,2,9,PRG_FIT_POWERLIFTING
22,188,75,21.2,Basketball,Intermediate,Weight_Loss,4,5.5,1,6,7,8,5,8,9,PRG_BB_ANKLE_KNEE_PREHAB
15,170,59,20.4,Boxing,Beginner,Strength,3,0.6,0,4,3,6,4,7,8,PRG_BOX_FOUNDATIONS
25,199,71,17.9,Basketball,Intermediate,Speed,4,2.7,1,7,5,9,9,7,7,PRG_BB_ANKLE_KNEE_PREHAB
28,193,80,21.5,Basketball,Beginner,Agility,2,0.6,1,7,6,6,4,1,8,PRG_BB_ATHLETIC_BASE
23,162,62,23.6,General Fitness,Beginner,Endurance,2,2.5,1,3,6,5,4,4,9,PRG_FIT_CARDIO_ENDURANCE
16,179,58,18.1,Track & Field,Advanced,Strength,5,8.4,1,9,6,9,7,9,8,PRG_TF_THROWS_JUMPS_POWER
25,171,60,20.5,Track & Field,Advanced,Agility,3,5.7,1,10,7,9,5,7,10,PRG_TF_GENERAL_TRACK_CONDITIONING
21,176,58,18.7,Track & Field,Beginner,Muscle_Gain,3,1.6,0,5,6,6,2,5,8,PRG_TF_RUNNING_MECHANICS
26,172,73,24.7,Track & Field,Advanced,Endurance,5,7.7,0,8,7,9,6,7,7,PRG_TF_DISTANCE_ELITE
17,171,88,30.1,Football,Beginner,Muscle_Gain,2,1.2,1,6,5,7,5,6,9,PRG_FB_ATHLETIC_DEVELOPMENT
15,184,77,22.7,Swimming,Intermediate,Weight_Loss,4,4.8,0,7,6,8,7,6,8,PRG_SW_RACE_CONDITIONING
27,183,72,21.5,Tennis,Beginner,Agility,3,2.3,1,4,5,2,3,5,9,PRG_TN_MOVEMENT_FOUNDATIONS
15,185,85,24.8,Swimming,Advanced,Muscle_Gain,4,8.8,1,8,5,6,6,7,8,PRG_SW_RACE_CONDITIONING
22,180,75,23.1,Football,Intermediate,Endurance,5,4.3,0,5,5,7,6,5,6,PRG_FB_STRENGTH_STAMINA
29,171,68,23.3,General Fitness,Beginner,Weight_Loss,4,0.9,0,7,3,4,3,4,7,PRG_FIT_FAT_LOSS_HIIT
31,179,83,25.9,Tennis,Intermediate,Endurance,4,2.3,0,7,5,7,7,7,8,PRG_TN_POWER_GENERATION
15,166,73,26.5,MMA,Beginner,Speed,2,2.1,0,5,7,4,5,5,8,PRG_MMA_BEGINNER_BASE
34,177,63,20.1,Boxing,Advanced,Strength,6,6.7,1,5,9,7,10,8,5,PRG_BOX_REHAB_CONDITIONING
31,178,83,26.2,Tennis,Intermediate,Speed,5,2.7,0,5,6,9,7,10,7,PRG_TN_POWER_GENERATION
28,189,69,19.3,Basketball,Intermediate,Speed,5,1.0,0,6,6,7,4,7,4,PRG_BB_CHANGE_OF_DIRECTION
21,182,91,27.5,Football,Intermediate,Strength,4,2.3,0,5,8,6,5,7,10,PRG_FB_LINEMAN_POWER
21,185,75,21.9,Swimming,Intermediate,Speed,3,5.7,0,8,5,7,8,6,8,PRG_SW_SPRINT_POWER
34,166,74,26.9,Boxing,Beginner,Endurance,2,1.7,0,6,4,4,5,7,7,PRG_BOX_FOUNDATIONS
23,189,81,22.7,Basketball,Intermediate,Endurance,3,3.3,0,10,6,7,7,5,7,PRG_BB_CHANGE_OF_DIRECTION
29,171,78,26.7,MMA,Intermediate,Agility,4,2.8,0,8,5,6,7,7,7,PRG_MMA_SPEED_AGILITY
18,172,67,22.6,Swimming,Beginner,Speed,3,2.4,0,6,3,6,7,4,8,PRG_SW_TECHNIQUE_AND_BASE
16,176,67,21.6,Track & Field,Advanced,Endurance,5,6.7,0,10,6,9,6,6,8,PRG_TF_DISTANCE_ELITE
16,169,78,27.3,MMA,Advanced,Muscle_Gain,5,6.1,0,9,7,8,7,7,6,PRG_MMA_PEAK_PERFORMANCE
25,162,73,27.8,Track & Field,Intermediate,Agility,5,2.4,0,10,4,7,5,8,6,PRG_TF_GENERAL_TRACK_CONDITIONING
16,179,66,20.6,MMA,Beginner,Muscle_Gain,1,0.1,0,4,4,4,5,3,10,PRG_MMA_BEGINNER_BASE
23,184,66,19.5,Swimming,Intermediate,Muscle_Gain,5,2.5,0,8,8,7,8,5,8,PRG_SW_RACE_CONDITIONING
29,172,62,21.0,General Fitness,Intermediate,Strength,3,2.2,0,4,8,7,5,6,7,PRG_FIT_POWERLIFTING
22,189,62,17.4,Swimming,Intermediate,Strength,5,2.6,0,7,5,8,9,6,6,PRG_SW_RACE_CONDITIONING
27,168,72,25.5,Boxing,Intermediate,Muscle_Gain,3,3.9,1,5,6,6,7,3,6,PRG_BOX_REHAB_CONDITIONING
16,179,79,24.7,Tennis,Beginner,Agility,1,1.8,0,8,5,6,4,3,8,PRG_TN_MOVEMENT_FOUNDATIONS
22,184,65,19.2,Track & Field,Advanced,Agility,4,8.3,0,9,6,10,9,10,7,PRG_TF_GENERAL_TRACK_CONDITIONING
24,166,60,21.8,Boxing,Intermediate,Weight_Loss,4,3.8,0,6,6,6,3,8,6,PRG_BOX_KNOCKOUT_POWER
16,179,62,19.4,Swimming,Intermediate,Agility,4,5.2,0,8,6,7,6,5,8,PRG_SW_RACE_CONDITIONING
15,185,59,17.2,Basketball,Beginner,Strength,2,0.1,0,4,3,6,6,6,8,PRG_BB_ATHLETIC_BASE
26,179,64,20.0,Track & Field,Beginner,Speed,1,0.1,0,5,4,4,4,5,7,PRG_TF_RUNNING_MECHANICS
20,185,64,18.7,Track & Field,Intermediate,Endurance,5,2.9,0,8,5,8,6,8,7,PRG_TF_DISTANCE_ELITE
29,185,75,21.9,Tennis,Advanced,Endurance,4,8.6,0,6,8,8,7,9,5,PRG_TN_POWER_GENERATION
21,198,68,17.3,Basketball,Advanced,Strength,5,7.2,0,7,6,7,8,7,7,PRG_BB_VERTICAL_PLYOMETRICS
15,176,88,28.4,Football,Beginner,Muscle_Gain,2,1.3,0,6,6,4,6,6,10,PRG_FB_ATHLETIC_DEVELOPMENT
26,165,79,29.0,General Fitness,Intermediate,Muscle_Gain,3,3.2,0,3,4,3,3,7,6,PRG_FIT_HYPERTROPHY_BEGINNER
32,161,89,34.3,General Fitness,Beginner,Weight_Loss,3,0.9,0,7,6,6,3,5,7,PRG_FIT_FAT_LOSS_HIIT
21,175,57,18.6,General Fitness,Intermediate,Strength,4,3.7,0,2,10,6,5,6,9,PRG_FIT_POWERLIFTING
20,183,60,17.9,Boxing,Intermediate,Muscle_Gain,3,4.4,0,7,5,6,3,5,8,PRG_BOX_GENERAL_COMBAT_FITNESS
27,198,101,25.8,Basketball,Beginner,Agility,2,0.1,0,6,2,5,7,3,9,PRG_BB_ATHLETIC_BASE
16,170,78,27.0,Swimming,Intermediate,Agility,5,4.2,0,9,8,4,7,6,6,PRG_SW_RACE_CONDITIONING
21,186,78,22.5,Football,Intermediate,Strength,3,1.3,0,5,9,7,5,6,8,PRG_FB_STRENGTH_STAMINA
15,170,70,24.2,Tennis,Advanced,Muscle_Gain,3,6.3,0,6,4,10,8,7,8,PRG_TN_CORE_STABILITY
21,166,62,22.5,MMA,Beginner,Strength,4,1.9,1,7,6,8,5,5,8,PRG_MMA_BEGINNER_BASE
38,177,68,21.7,General Fitness,Beginner,Muscle_Gain,3,1.3,0,4,5,4,1,3,9,PRG_FIT_HYPERTROPHY_INTERMEDIATE
24,183,71,21.2,Tennis,Beginner,Weight_Loss,3,1.1,0,4,2,7,10,5,8,PRG_TN_MOVEMENT_FOUNDATIONS
42,168,88,31.2,General Fitness,Intermediate,Weight_Loss,5,4.1,0,4,8,7,5,7,5,PRG_FIT_FAT_LOSS_HIIT
15,171,75,25.6,Swimming,Intermediate,Endurance,3,4.8,1,8,4,4,6,6,8,PRG_SW_DISTANCE_ELITE
26,166,80,29.0,MMA,Beginner,Muscle_Gain,5,1.1,0,3,3,7,3,4,7,PRG_MMA_BEGINNER_BASE
21,172,97,32.8,Football,Intermediate,Strength,4,4.7,0,7,9,6,6,6,8,PRG_FB_LINEMAN_POWER
32,165,90,33.1,General Fitness,Beginner,Strength,2,0.8,1,4,4,5,6,3,10,PRG_FIT_FAT_LOSS_HIIT
15,181,101,30.8,Football,Beginner,Muscle_Gain,4,0.1,1,3,5,9,4,4,8,PRG_FB_ATHLETIC_DEVELOPMENT
19,192,84,22.8,Football,Beginner,Muscle_Gain,4,0.9,0,8,7,3,3,4,7,PRG_FB_ATHLETIC_DEVELOPMENT
27,186,56,16.2,Track & Field,Advanced,Agility,6,4.7,1,7,8,9,6,8,10,PRG_TF_GENERAL_TRACK_CONDITIONING
17,173,103,34.4,Football,Beginner,Strength,2,1.0,0,5,5,6,4,3,8,PRG_FB_ATHLETIC_DEVELOPMENT
17,167,65,23.3,Swimming,Beginner,Endurance,3,1.8,1,6,5,5,3,6,9,PRG_SW_TECHNIQUE_AND_BASE
28,191,74,20.3,Basketball,Advanced,Strength,4,6.1,1,7,7,9,8,8,7,PRG_BB_ANKLE_KNEE_PREHAB
15,183,50,14.9,Track & Field,Intermediate,Speed,5,4.7,0,7,4,9,7,8,8,PRG_TF_SPRINT_ELITE
26,178,69,21.8,MMA,Intermediate,Muscle_Gain,5,3.3,1,8,8,8,6,6,7,PRG_MMA_INJURY_PREVENTION
17,176,68,22.0,Football,Intermediate,Agility,5,4.4,1,5,6,8,6,10,6,PRG_FB_INJURY_PREVENTION
17,199,99,25.0,Basketball,Intermediate,Agility,4,2.6,0,5,4,7,5,5,7,PRG_BB_CHANGE_OF_DIRECTION
18,174,63,20.8,Track & Field,Intermediate,Endurance,4,2.0,0,7,6,7,8,6,7,PRG_TF_DISTANCE_ELITE
24,186,74,21.4,Basketball,Beginner,Endurance,2,0.1,0,5,6,4,2,5,10,PRG_BB_ATHLETIC_BASE
26,183,62,18.5,Tennis,Intermediate,Endurance,6,3.0,0,8,5,7,6,8,6,PRG_TN_POWER_GENERATION
25,171,67,22.9,Track & Field,Beginner,Strength,2,0.5,0,4,2,8,3,7,9,PRG_TF_RUNNING_MECHANICS
24,202,78,19.1,Basketball,Beginner,Endurance,2,0.1,1,3,4,7,4,4,8,PRG_BB_ATHLETIC_BASE
22,176,60,19.4,Track & Field,Advanced,Endurance,5,6.4,0,10,10,10,7,6,6,PRG_TF_DISTANCE_ELITE
15,185,74,21.6,Basketball,Advanced,Agility,6,5.6,1,9,6,10,7,7,6,PRG_BB_ANKLE_KNEE_PREHAB
23,172,50,16.9,MMA,Beginner,Muscle_Gain,4,1.3,0,4,6,6,3,5,6,PRG_MMA_BEGINNER_BASE
21,182,68,20.5,Track & Field,Intermediate,Speed,4,2.4,0,8,5,7,7,7,8,PRG_TF_SPRINT_ELITE
